sequence_id,event_id,sector_id,corridor_id,state,district,latitude,longitude,start_time,end_time,forecast_origin,prediction_time,temporal_span_hours,present_timesteps,missing_timesteps,coverage_ratio,sequence_type,is_event_sample,target_6h,target_12h,target_24h,target_48h,target_window_start,target_window_end,event_time,label_confidence,data_quality,provenance,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,api_30d,rain_intensity,fos,soil_moisture,soil_porosity,pore_pressure,effective_stress,hydraulic_saturation,tilt,tilt_rate_24h,ground_displacement,displacement_velocity_24h,slope,aspect,elevation,curvature,ndvi,ndvi_anomaly,insar_velocity,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility
SEQ_V4_TRAIN_EV-15-Tminus36h,EV-15,AR-ITANAGAR-01,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,27.084,93.605,2023-06-15T21:30:00+00:00,2023-06-18T21:30:00Z,2023-06-18T21:30:00Z,2023-06-18T21:30:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,0,0,1,2023-06-18T21:30:00Z,2023-06-20T21:30:00+00:00,2023-06-20T09:30:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],4.7,10.4,17.4,37.9,54.2,73.2,92.1,78.3,115.1,,4.7,1.089,0.36,,11.25,,,0.7,,4.35,,35.5,170.0,450.0,-0.03,0.52,-0.01,,0.0,0.0,999.0,0.77
SEQ_V4_TRAIN_EV-15-Tminus24h,EV-15,AR-ITANAGAR-01,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,27.084,93.605,2023-06-16T09:30:00+00:00,2023-06-19T09:30:00Z,2023-06-19T09:30:00Z,2023-06-19T09:30:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,0,1,1,2023-06-19T09:30:00Z,2023-06-21T09:30:00+00:00,2023-06-20T09:30:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],8.5,18.8,31.4,65.1,93.0,125.6,158.1,134.4,197.6,,8.5,0.998,0.408,,15.75,,,1.26,,8.7,,35.5,170.0,450.0,-0.03,0.52,-0.015,,0.0,0.0,999.0,0.77
SEQ_V4_TRAIN_EV-15-Tminus12h,EV-15,AR-ITANAGAR-01,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,27.084,93.605,2023-06-16T21:30:00+00:00,2023-06-19T21:30:00Z,2023-06-19T21:30:00Z,2023-06-19T21:30:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,1,1,1,2023-06-19T21:30:00Z,2023-06-21T21:30:00+00:00,2023-06-20T09:30:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],14.1,31.4,52.3,92.3,131.8,177.9,224.1,190.5,280.1,,14.1,0.916,0.456,,19.8,,,2.1,,17.4,,35.5,170.0,450.0,-0.03,0.52,-0.03,,0.0,0.0,999.0,0.77
SEQ_V4_TRAIN_EV-15-Tminus6h,EV-15,AR-ITANAGAR-01,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,27.084,93.605,2023-06-17T03:30:00+00:00,2023-06-20T03:30:00Z,2023-06-20T03:30:00Z,2023-06-20T03:30:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,1,1,1,1,2023-06-20T03:30:00Z,2023-06-22T03:30:00+00:00,2023-06-20T09:30:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],18.9,41.9,69.8,108.5,155.0,209.2,263.5,224.0,329.4,,18.9,0.861,0.48,,22.5,,,2.66,,24.65,,35.5,170.0,450.0,-0.03,0.52,-0.06,,0.0,0.0,999.0,0.77
SEQ_V4_TRAIN_EV-17-Tminus48h,EV-17,TR-DHARMAN-01,TR-DHARMAN-01,Tripura,North Tripura,24.375,92.165,2023-07-09T06:00:00+00:00,2023-07-12T06:00:00Z,2023-07-12T06:00:00Z,2023-07-12T06:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,0,0,1,2023-07-12T06:00:00Z,2023-07-14T06:00:00+00:00,2023-07-14T06:00:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],2.5,5.5,9.1,18.9,27.0,36.5,45.9,39.0,57.4,,2.5,1.303,0.299,,7.0,,,0.38,,1.92,,32.0,180.0,210.0,-0.02,0.52,-0.007,,0.0,0.0,999.0,0.73
SEQ_V4_TRAIN_EV-17-Tminus36h,EV-17,TR-DHARMAN-01,TR-DHARMAN-01,Tripura,North Tripura,24.375,92.165,2023-07-09T18:00:00+00:00,2023-07-12T18:00:00Z,2023-07-12T18:00:00Z,2023-07-12T18:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,0,0,1,2023-07-12T18:00:00Z,2023-07-14T18:00:00+00:00,2023-07-14T06:00:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],4.1,9.1,15.2,33.0,47.2,63.7,80.2,68.2,100.2,,4.1,1.239,0.345,,10.0,,,0.62,,3.6,,32.0,180.0,210.0,-0.02,0.52,-0.01,,0.0,0.0,999.0,0.73
SEQ_V4_TRAIN_EV-17-Tminus24h,EV-17,TR-DHARMAN-01,TR-DHARMAN-01,Tripura,North Tripura,24.375,92.165,2023-07-10T06:00:00+00:00,2023-07-13T06:00:00Z,2023-07-13T06:00:00Z,2023-07-13T06:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,0,1,1,2023-07-13T06:00:00Z,2023-07-15T06:00:00+00:00,2023-07-14T06:00:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],7.4,16.4,27.3,56.7,81.0,109.4,137.7,117.0,172.1,,7.4,1.154,0.391,,14.0,,,1.12,,7.2,,32.0,180.0,210.0,-0.02,0.52,-0.015,,0.0,0.0,999.0,0.73
SEQ_V4_TRAIN_EV-17-Tminus12h,EV-17,TR-DHARMAN-01,TR-DHARMAN-01,Tripura,North Tripura,24.375,92.165,2023-07-10T18:00:00+00:00,2023-07-13T18:00:00Z,2023-07-13T18:00:00Z,2023-07-13T18:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,0,1,1,1,2023-07-13T18:00:00Z,2023-07-15T18:00:00+00:00,2023-07-14T06:00:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],12.3,27.4,45.6,80.4,114.8,155.0,195.2,165.9,244.0,,12.3,1.077,0.437,,17.6,,,1.88,,14.4,,32.0,180.0,210.0,-0.02,0.52,-0.03,,0.0,0.0,999.0,0.73
SEQ_V4_TRAIN_EV-17-Tminus6h,EV-17,TR-DHARMAN-01,TR-DHARMAN-01,Tripura,North Tripura,24.375,92.165,2023-07-11T00:00:00+00:00,2023-07-14T00:00:00Z,2023-07-14T00:00:00Z,2023-07-14T00:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,1,1,1,1,1,2023-07-14T00:00:00Z,2023-07-16T00:00:00+00:00,2023-07-14T06:00:00Z,HIGH,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],16.4,36.5,60.8,94.5,135.0,182.2,229.5,195.1,286.9,,16.4,1.026,0.46,,20.0,,,2.38,,20.4,,32.0,180.0,210.0,-0.02,0.52,-0.06,,0.0,0.0,999.0,0.73
SEQ_V4_TRAIN_CTRL-01,NONE,SK-NH10-KM48,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2023-01-12T12:00:00+00:00,2023-01-15T12:00:00Z,2023-01-15T12:00:00Z,2023-01-15T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-01-15T12:00:00Z,2023-01-17T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.096,0.22,,2.0,,,0.08,,0.2,,42.0,195.0,890.0,-0.06,0.65,0.0,,0.0,0.0,999.0,0.88
SEQ_V4_TRAIN_CTRL-02,NONE,SK-MANGAN-01,SK-MANGAN-01,Sikkim,Mangan,27.502,88.528,2023-02-07T12:00:00+00:00,2023-02-10T12:00:00Z,2023-02-10T12:00:00Z,2023-02-10T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-02-10T12:00:00Z,2023-02-12T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.2,0.4,0.8,1.3,2.0,2.6,3.1,2.5,3.6,,0.2,1.034,0.24,,2.5,,,0.1,,0.3,,44.5,210.0,1250.0,-0.08,0.65,0.0,,0.0,0.0,999.0,0.92
SEQ_V4_TRAIN_CTRL-03,NONE,MN-NONEY-01,MN-NONEY-01,Manipur,Noney,24.7865,93.6394,2023-03-02T12:00:00+00:00,2023-03-05T12:00:00Z,2023-03-05T12:00:00Z,2023-03-05T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-03-05T12:00:00Z,2023-03-07T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.111,0.21,,1.8,,,0.07,,0.2,,41.5,225.0,640.0,-0.07,0.65,0.0,,0.0,0.0,999.0,0.85
SEQ_V4_TRAIN_CTRL-04,NONE,MZ-AIZAWL-MELTHUM,MZ-AIZAWL-MELTHUM,Mizoram,Aizawl,23.7271,92.7176,2023-01-17T12:00:00+00:00,2023-01-20T12:00:00Z,2023-01-20T12:00:00Z,2023-01-20T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-01-20T12:00:00Z,2023-01-22T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.044,0.2,,1.5,,,0.06,,0.2,,45.0,200.0,920.0,-0.09,0.65,0.0,,0.0,0.0,999.0,0.94
SEQ_V4_TRAIN_CTRL-05,NONE,AS-DIMA-HASAO-01,AS-DIMA-HASAO-01,Assam,Dima Hasao,25.178,93.023,2023-02-17T12:00:00+00:00,2023-02-20T12:00:00Z,2023-02-20T12:00:00Z,2023-02-20T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-02-20T12:00:00Z,2023-02-22T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.14,0.23,,2.2,,,0.09,,0.2,,40.0,185.0,510.0,-0.06,0.65,0.0,,0.0,0.0,999.0,0.91
SEQ_V4_TRAIN_CTRL-06,NONE,ML-MAWSYNRAM-01,ML-MAWSYNRAM-01,Meghalaya,East Khasi Hills,25.297,91.582,2023-01-25T12:00:00+00:00,2023-01-28T12:00:00Z,2023-01-28T12:00:00Z,2023-01-28T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-01-28T12:00:00Z,2023-01-30T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.026,0.2,,1.5,,,0.06,,0.1,,46.0,215.0,1400.0,-0.11,0.65,0.0,,0.0,0.0,999.0,0.95
SEQ_V4_TRAIN_CTRL-07,NONE,NL-KOHIMA-01,NL-KOHIMA-01,Nagaland,Kohima,25.675,94.108,2023-03-09T12:00:00+00:00,2023-03-12T12:00:00Z,2023-03-12T12:00:00Z,2023-03-12T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-03-12T12:00:00Z,2023-03-14T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.2,0.4,0.8,1.3,2.0,2.6,3.1,2.5,3.6,,0.2,1.141,0.25,,2.8,,,0.11,,0.3,,39.5,190.0,1440.0,-0.05,0.65,0.0,,0.0,0.0,999.0,0.84
SEQ_V4_TRAIN_CTRL-08,NONE,AR-TAWANG-01,AR-TAWANG-01,Arunachal Pradesh,Tawang,27.586,91.859,2023-02-15T12:00:00+00:00,2023-02-18T12:00:00Z,2023-02-18T12:00:00Z,2023-02-18T12:00:00Z,72.0,6,66,0.083,HISTORICAL_DISCRETE_OBSERVATIONS,0,0,0,0,0,2023-02-18T12:00:00Z,2023-02-20T12:00:00+00:00,NONE,CONTROL_VERIFIED,DOCUMENTED_HISTORICAL_GSI,[HISTORICAL],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.089,0.19,,1.2,,,0.05,,0.1,,43.0,220.0,2800.0,-0.07,0.65,0.0,,0.0,0.0,999.0,0.89
SEQ_V4_TRAIN_DB_AR-BHALUK-01_0000,NONE_DB_CONTROL,AR-BHALUK-01,Tawang Strategic Highway,Arunachal Pradesh,West Kameng,27.012,92.645,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.1,,,,,,0.0,1.433,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-BHALUK-01_0001,NONE_DB_CONTROL,AR-BHALUK-01,Tawang Strategic Highway,Arunachal Pradesh,West Kameng,27.012,92.645,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.1,,,,,,0.0,1.433,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-BHALUK-01_0002,NONE_DB_CONTROL,AR-BHALUK-01,Tawang Strategic Highway,Arunachal Pradesh,West Kameng,27.012,92.645,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,11.1,,,,,,0.0,1.433,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-BHALUK-01_0003,NONE_DB_CONTROL,AR-BHALUK-01,Tawang Strategic Highway,Arunachal Pradesh,West Kameng,27.012,92.645,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,9.5,,,,,,0.0,1.433,,,0.0,,,,,,0.2,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-BHALUK-01_0004,NONE_DB_CONTROL,AR-BHALUK-01,Tawang Strategic Highway,Arunachal Pradesh,West Kameng,27.012,92.645,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,91.8,,,,,,5.1,1.226,,,18.43,,,,,,1.61,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AR-BHALUK-01_0005,NONE_DB_CONTROL,AR-BHALUK-01,Tawang Strategic Highway,Arunachal Pradesh,West Kameng,27.012,92.645,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,87.8,,,,,,4.88,1.237,,,17.47,,,,,,1.54,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AR-PASIGHAT-01_0006,NONE_DB_CONTROL,AR-PASIGHAT-01,NH-515 / Siang Valley,Arunachal Pradesh,East Siang,28.067,95.326,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.3,,,,,,0.0,1.292,,,0.0,,,,,,0.13,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-PASIGHAT-01_0007,NONE_DB_CONTROL,AR-PASIGHAT-01,NH-515 / Siang Valley,Arunachal Pradesh,East Siang,28.067,95.326,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.3,,,,,,0.0,1.292,,,0.0,,,,,,0.13,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-PASIGHAT-01_0008,NONE_DB_CONTROL,AR-PASIGHAT-01,NH-515 / Siang Valley,Arunachal Pradesh,East Siang,28.067,95.326,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.3,,,,,,0.0,1.292,,,0.0,,,,,,0.13,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-PASIGHAT-01_0009,NONE_DB_CONTROL,AR-PASIGHAT-01,NH-515 / Siang Valley,Arunachal Pradesh,East Siang,28.067,95.326,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,2.6,,,,,,0.0,1.292,,,0.0,,,,,,0.17,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-PASIGHAT-01_0010,NONE_DB_CONTROL,AR-PASIGHAT-01,NH-515 / Siang Valley,Arunachal Pradesh,East Siang,28.067,95.326,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,70.2,,,,,,3.9,1.145,,,13.25,,,,,,1.23,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AR-PASIGHAT-01_0011,NONE_DB_CONTROL,AR-PASIGHAT-01,NH-515 / Siang Valley,Arunachal Pradesh,East Siang,28.067,95.326,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,66.2,,,,,,3.68,1.156,,,12.29,,,,,,1.16,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AR-SELA-01_0012,NONE_DB_CONTROL,AR-SELA-01,NH-13,Arunachal Pradesh,Tawang,27.505,92.102,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,16.8,,,,,,0.0,2.326,,,0.43,,,,,,0.16,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-SELA-01_0013,NONE_DB_CONTROL,AR-SELA-01,NH-13,Arunachal Pradesh,Tawang,27.505,92.102,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,16.8,,,,,,0.0,2.326,,,0.43,,,,,,0.16,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-SELA-01_0014,NONE_DB_CONTROL,AR-SELA-01,NH-13,Arunachal Pradesh,Tawang,27.505,92.102,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,16.8,,,,,,0.0,2.326,,,0.43,,,,,,0.16,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-SELA-01_0015,NONE_DB_CONTROL,AR-SELA-01,NH-13,Arunachal Pradesh,Tawang,27.505,92.102,2026-09-13T06:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,2026-09-13T12:00:00+00:00,6.0,10,62,0.139,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T12:00:00+00:00,2026-09-15T12:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,15.0,,,,,,0.0,2.336,,,0.0,,,,,,0.14,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AR-SELA-01_0016,NONE_DB_CONTROL,AR-SELA-01,NH-13,Arunachal Pradesh,Tawang,27.505,92.102,2026-09-13T12:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,2026-09-13T18:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T18:00:00+00:00,2026-09-15T18:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,84.6,,,,,,4.7,1.966,,,16.7,,,,,,1.48,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AR-SELA-01_0017,NONE_DB_CONTROL,AR-SELA-01,NH-13,Arunachal Pradesh,Tawang,27.505,92.102,2026-09-14T08:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,2026-09-14T14:00:00+00:00,6.0,1,71,0.014,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-14T14:00:00+00:00,2026-09-16T14:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,80.6,,,,,,4.48,1.988,,,15.74,,,,,,1.41,,,,,,,,,5.2,,
SEQ_V4_TRAIN_DB_AS-DIMA-01_0018,NONE_DB_CONTROL,AS-DIMA-01,Lumding-Badarpur Hill Section,Assam,Dima Hasao,25.178,93.023,2026-09-13T03:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,2026-09-13T09:00:00+00:00,6.0,7,65,0.097,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T09:00:00+00:00,2026-09-15T09:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.0,1.126,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-DIMA-01_0019,NONE_DB_CONTROL,AS-DIMA-01,Lumding-Badarpur Hill Section,Assam,Dima Hasao,25.178,93.023,2026-09-13T04:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,2026-09-13T10:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T10:00:00+00:00,2026-09-15T10:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.0,1.126,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
SEQ_V4_TRAIN_DB_AS-DIMA-01_0020,NONE_DB_CONTROL,AS-DIMA-01,Lumding-Badarpur Hill Section,Assam,Dima Hasao,25.178,93.023,2026-09-13T05:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,2026-09-13T11:00:00+00:00,6.0,11,61,0.153,LIVE_TELEMETRY_HOURLY,0,0,0,0,0,2026-09-13T11:00:00+00:00,2026-09-15T11:00:00+00:00,NONE,CONTROL_OBSERVED_STABLE,AUTHENTIC_HOURLY_LIVE,[LIVE/HYBRID],,,,,4.3,,,,,,0.0,1.126,,,0.0,,,,,,0.07,,,,,,,,,4.2,,
