sequence_id,event_id,sample_id,sector_id,state,district,latitude,longitude,forecast_origin,step_index,hours_to_origin,timestamp,split_partition,is_event_sample,lead_time_hours,target_6h,target_12h,target_24h,target_48h,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,api_30d,rain_intensity,fos,soil_moisture,soil_porosity,pore_pressure,effective_stress,hydraulic_saturation,tilt,tilt_rate_24h,ground_displacement,displacement_velocity_24h,slope,aspect,elevation,curvature,ndvi,ndvi_anomaly,insar_velocity,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,24,-47,2024-09-30T07:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.1,0.7000000000000001,2.3000000000000003,107.30000000000001,107.30000000000001,222.0,110.83071959331343,0.0,0.8521237342526898,0.375,0.42,10.641934506358261,21.045721508897604,0.8928571428571429,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,25,-46,2024-09-30T08:00:00+00:00,TEST,1,48,0,0,0,1,0.1,0.1,0.1,0.1,0.8,2.3,103.00000000000001,103.00000000000001,222.10000000000002,110.91471959331344,0.1,0.854953053955859,0.373,0.42,10.512941360826645,21.11695980930065,0.8880952380952382,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,26,-45,2024-09-30T09:00:00+00:00,TEST,1,48,0,0,0,1,0.1,0.2,0.2,0.2,0.8,2.4,99.20000000000002,99.20000000000002,222.20000000000002,110.99871959331344,0.1,0.8563677138074436,0.372,0.42,10.448444788060838,21.152578959502172,0.8857142857142858,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,27,-44,2024-09-30T10:00:00+00:00,TEST,1,48,0,0,0,1,0.2,0.4,0.4,0.4,0.9,2.5,96.1,96.1,222.4,111.16671959331343,0.2,0.8563677138074436,0.372,0.42,10.448444788060838,21.152578959502172,0.8857142857142858,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,28,-43,2024-09-30T11:00:00+00:00,TEST,1,48,0,0,0,1,0.1,0.4,0.5,0.5,0.9000000000000001,2.3000000000000003,92.2,92.2,222.5,111.25071959331343,0.1,0.8563677138074436,0.372,0.42,10.448444788060838,21.152578959502172,0.8857142857142858,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,29,-42,2024-09-30T12:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.30000000000000004,0.5,0.5,0.9000000000000001,2.0,87.60000000000001,87.60000000000001,222.5,111.25071959331343,0.0,0.8563677138074436,0.372,0.42,10.448444788060838,21.152578959502172,0.8857142857142858,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,30,-41,2024-09-30T13:00:00+00:00,TEST,1,48,0,0,0,1,0.3,0.4,0.8,0.8,1.0,2.3000000000000003,85.2,85.2,222.8,111.50271959331343,0.3,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,31,-40,2024-09-30T14:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.3,0.7,0.8,1.0,2.3000000000000003,83.5,83.5,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,32,-39,2024-09-30T15:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.3,0.6000000000000001,0.8,1.0,2.3000000000000003,82.5,82.5,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,33,-38,2024-09-30T16:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.4,0.8,1.0,2.3000000000000003,81.30000000000001,81.30000000000001,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,34,-37,2024-09-30T17:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.3,0.8,1.0,2.2,75.10000000000001,75.10000000000001,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,35,-36,2024-09-30T18:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.3,0.8,1.0,2.1000000000000005,68.20000000000002,68.20000000000002,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,36,-35,2024-09-30T19:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.8,0.9,2.1,61.3,61.3,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,37,-34,2024-09-30T20:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.7,0.8,2.1,56.900000000000006,56.900000000000006,222.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,38,-33,2024-09-30T21:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.6000000000000001,0.8,2.0,56.2,56.2,221.8,111.50271959331343,0.0,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,39,-32,2024-09-30T22:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.4,0.8,1.7000000000000002,55.800000000000004,55.800000000000004,221.60000000000002,111.50271959331343,0.0,0.8591970335106129,0.37,0.42,10.31945164252922,21.223817259905225,0.8809523809523809,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,40,-31,2024-09-30T23:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.3,0.8,1.6,55.400000000000006,55.400000000000006,221.5,111.50271959331343,0.0,0.8591970335106129,0.37,0.42,10.31945164252922,21.223817259905225,0.8809523809523809,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,41,-30,2024-10-01T00:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.3,0.8,1.5,54.400000000000006,54.400000000000006,221.5,93.66228445838328,0.0,0.8591970335106129,0.37,0.42,10.31945164252922,21.223817259905225,0.8809523809523809,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,42,-29,2024-10-01T01:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.0,0.8,1.5000000000000002,51.7,51.7,221.5,93.66228445838328,0.0,0.8492944145495205,0.377,0.42,10.770927651889876,20.974483208494554,0.8976190476190476,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,43,-28,2024-10-01T02:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.0,0.8,1.5,45.300000000000004,45.300000000000004,221.5,93.66228445838328,0.0,0.8507090744011052,0.376,0.42,10.706431079124068,21.01010235869608,0.8952380952380953,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,44,-27,2024-10-01T03:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.0,0.8,1.5,35.300000000000004,35.300000000000004,221.5,93.66228445838328,0.0,0.8521237342526898,0.375,0.42,10.641934506358261,21.045721508897604,0.8928571428571429,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,45,-26,2024-10-01T04:00:00+00:00,TEST,1,48,0,0,0,1,0.0,0.0,0.0,0.0,0.8,1.5,27.700000000000003,27.700000000000003,221.5,93.66228445838328,0.0,0.8535383941042745,0.374,0.42,10.577437933592453,21.08134065909913,0.8904761904761905,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,46,-25,2024-10-01T05:00:00+00:00,TEST,1,48,0,0,0,1,0.1,0.1,0.1,0.1,0.9000000000000001,1.6,15.5,15.5,221.60000000000002,93.74628445838329,0.1,0.8563677138074436,0.372,0.42,10.448444788060838,21.152578959502172,0.8857142857142858,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,47,-24,2024-10-01T06:00:00+00:00,TEST,1,48,0,0,0,1,0.1,0.2,0.2,0.2,1.0,1.7000000000000002,5.699999999999999,5.699999999999999,221.7,93.83028445838329,0.1,0.8577823736590282,0.371,0.42,10.383948215295026,21.1881981097037,0.8833333333333333,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,48,-23,2024-10-01T07:00:00+00:00,TEST,1,48,0,0,0,1,0.5,0.7,0.7,0.7,1.5,2.2,3.8000000000000003,3.8000000000000003,221.7,94.25028445838328,0.5,0.8563677138074436,0.372,0.42,10.448444788060838,21.152578959502172,0.8857142857142858,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,49,-22,2024-10-01T08:00:00+00:00,TEST,1,48,0,0,0,1,2.1,2.7,2.8,2.8,3.5,4.300000000000001,5.8,5.8,222.5,96.01428445838329,2.1,0.8379771357368438,0.385,0.42,11.286900234016338,20.689530006882364,0.9166666666666667,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
SEQ_HIST_EV-01_Tminus48h,EV-01,EV-01_T48h,SK-NH10-KM48,Sikkim,Pakyong,27.33,88.61,2024-10-02T06:00:00+00:00,50,-21,2024-10-01T09:00:00+00:00,TEST,1,48,0,0,0,1,0.3,2.9,3.0999999999999996,3.0999999999999996,3.7,4.5,6.1000000000000005,6.1000000000000005,222.50000000000003,96.26628445838328,0.3,0.8379771357368438,0.385,0.42,11.286900234016338,20.689530006882364,0.9166666666666667,,,,,42.0,195.0,890.0,-0.06,,,,0,0.0,999.0,0.88
