sample_id,event_id,sector_id,state,district,timestamp,latitude,longitude,event_date,lead_time_to_event_hours,is_event_sample,target_6h,target_12h,target_24h,target_48h,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_48h,rain_72h,antecedent_rain_3d,antecedent_rain_7d,rain_intensity,rainfall_threshold_exceedance,fos,slope,aspect,elevation,curvature,soil_moisture,pore_pressure,tilt,ground_displacement,ndvi,ndvi_anomaly,seismic_count_24h,max_magnitude_24h,nearest_seismic_distance,historical_susceptibility,source,provenance,control_reason,distance_from_event_km,time_from_event_days
EV-04-Tminus48h,EV-04,MN-NONEY-01,Manipur,Noney,2022-06-27T23:30:00Z,24.7865,93.6394,2022-06-29T23:30:00Z,48.0,1,0,0,0,1,3.3,7.3,12.1,25.2,36.0,48.6,61.2,52.0,76.5,3.3,0,0.967,41.5,225.0,640.0,-0.07,0.338,9.24,0.58,3.4,0.52,-0.007,0,0.0,999.0,0.85,GSI Disaster Report GSI-NER-MN-2022-004,[HISTORICAL],none_event_antecedent_window,,
EV-04-Tminus36h,EV-04,MN-NONEY-01,Manipur,Noney,2022-06-28T11:30:00Z,24.7865,93.6394,2022-06-29T23:30:00Z,36.0,1,0,0,0,1,5.4,12.1,20.2,44.1,63.0,85.1,107.1,91.0,133.9,5.4,0,0.891,41.5,225.0,640.0,-0.07,0.39,13.2,0.96,6.38,0.52,-0.01,0,0.0,999.0,0.85,GSI Disaster Report GSI-NER-MN-2022-004,[HISTORICAL],none_event_antecedent_window,,
EV-04-Tminus24h,EV-04,MN-NONEY-01,Manipur,Noney,2022-06-28T23:30:00Z,24.7865,93.6394,2022-06-29T23:30:00Z,24.0,1,0,0,1,1,9.9,21.9,36.5,75.6,108.0,145.8,183.6,156.1,229.5,9.9,0,0.789,41.5,225.0,640.0,-0.07,0.442,18.48,1.73,12.75,0.52,-0.015,0,0.0,999.0,0.85,GSI Disaster Report GSI-NER-MN-2022-004,[HISTORICAL],none_event_antecedent_window,,
EV-04-Tminus12h,EV-04,MN-NONEY-01,Manipur,Noney,2022-06-29T11:30:00Z,24.7865,93.6394,2022-06-29T23:30:00Z,12.0,1,0,1,1,1,16.4,36.5,60.8,107.1,153.0,206.6,260.1,221.1,325.1,16.4,1,0.697,41.5,225.0,640.0,-0.07,0.494,23.23,2.89,25.5,0.52,-0.03,0,0.0,999.0,0.85,GSI Disaster Report GSI-NER-MN-2022-004,[HISTORICAL],none_event_antecedent_window,,
EV-04-Tminus6h,EV-04,MN-NONEY-01,Manipur,Noney,2022-06-29T17:30:00Z,24.7865,93.6394,2022-06-29T23:30:00Z,6.0,1,1,1,1,1,21.9,48.6,81.0,126.0,180.0,243.0,306.0,260.1,382.5,21.9,1,0.636,41.5,225.0,640.0,-0.07,0.52,26.4,3.66,36.12,0.52,-0.06,0,0.0,999.0,0.85,GSI Disaster Report GSI-NER-MN-2022-004,[HISTORICAL],none_event_antecedent_window,,
CTRL-01,NONE,SK-NH10-KM48,Sikkim,Pakyong,2023-01-15T12:00:00Z,27.33,88.61,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.096,42.0,195.0,890.0,-0.06,0.22,2.0,0.08,0.2,0.65,0.0,0,0.0,999.0,0.88,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,628.0
CTRL-04,NONE,MZ-AIZAWL-MELTHUM,Mizoram,Aizawl,2023-01-20T12:00:00Z,23.7271,92.7176,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.044,45.0,200.0,920.0,-0.09,0.2,1.5,0.06,0.2,0.65,0.0,0,0.0,999.0,0.94,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,494.0
CTRL-06,NONE,ML-MAWSYNRAM-01,Meghalaya,East Khasi Hills,2023-01-28T12:00:00Z,25.297,91.582,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.026,46.0,215.0,1400.0,-0.11,0.2,1.5,0.06,0.1,0.65,0.0,0,0.0,999.0,0.95,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,225.0
CTRL-02,NONE,SK-MANGAN-01,Sikkim,Mangan,2023-02-10T12:00:00Z,27.502,88.528,NONE,9999.0,0,0,0,0,0,0.2,0.4,0.8,1.3,2.0,2.6,3.1,2.5,3.6,0.2,0,1.034,44.5,210.0,1250.0,-0.08,0.24,2.5,0.1,0.3,0.65,0.0,0,0.0,999.0,0.92,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,488.0
CTRL-08,NONE,AR-TAWANG-01,Arunachal Pradesh,Tawang,2023-02-18T12:00:00Z,27.586,91.859,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.089,43.0,220.0,2800.0,-0.07,0.19,1.2,0.05,0.1,0.65,0.0,0,0.0,999.0,0.89,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,493.0
CTRL-05,NONE,AS-DIMA-HASAO-01,Assam,Dima Hasao,2023-02-20T12:00:00Z,25.178,93.023,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.14,40.0,185.0,510.0,-0.06,0.23,2.2,0.09,0.2,0.65,0.0,0,0.0,999.0,0.91,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,280.0
CTRL-03,NONE,MN-NONEY-01,Manipur,Noney,2023-03-05T12:00:00Z,24.7865,93.6394,NONE,9999.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.111,41.5,225.0,640.0,-0.07,0.21,1.8,0.07,0.2,0.65,0.0,0,0.0,999.0,0.85,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,249.0
CTRL-07,NONE,NL-KOHIMA-01,Nagaland,Kohima,2023-03-12T12:00:00Z,25.675,94.108,NONE,9999.0,0,0,0,0,0,0.2,0.4,0.8,1.3,2.0,2.6,3.1,2.5,3.6,0.2,0,1.141,39.5,190.0,1440.0,-0.05,0.25,2.8,0.11,0.3,0.65,0.0,0,0.0,999.0,0.84,Defensible non-event observation,[MODELLED],dry_season_quiescent,0.0,541.0
EV-15-Tminus48h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-18T09:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,48.0,1,0,0,0,1,2.8,6.3,10.5,21.7,31.0,41.9,52.7,44.8,65.9,2.8,0,1.158,35.5,170.0,450.0,-0.03,0.312,7.87,0.42,2.32,0.52,-0.007,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus36h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-18T21:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,36.0,1,0,0,0,1,4.7,10.4,17.4,37.9,54.2,73.2,92.1,78.3,115.1,4.7,0,1.089,35.5,170.0,450.0,-0.03,0.36,11.25,0.7,4.35,0.52,-0.01,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus24h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-19T09:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,24.0,1,0,0,1,1,8.5,18.8,31.4,65.1,93.0,125.6,158.1,134.4,197.6,8.5,0,0.998,35.5,170.0,450.0,-0.03,0.408,15.75,1.26,8.7,0.52,-0.015,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus12h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-19T21:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,12.0,1,0,1,1,1,14.1,31.4,52.3,92.3,131.8,177.9,224.1,190.5,280.1,14.1,0,0.916,35.5,170.0,450.0,-0.03,0.456,19.8,2.1,17.4,0.52,-0.03,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-15-Tminus6h,EV-15,AR-ITANAGAR-01,Arunachal Pradesh,Papum Pare,2023-06-20T03:30:00Z,27.084,93.605,2023-06-20T09:30:00Z,6.0,1,1,1,1,1,18.9,41.9,69.8,108.5,155.0,209.2,263.5,224.0,329.4,18.9,1,0.861,35.5,170.0,450.0,-0.03,0.48,22.5,2.66,24.65,0.52,-0.06,0,0.0,999.0,0.77,GSI Itanagar Road Survey,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus48h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-12T06:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,48.0,1,0,0,0,1,2.5,5.5,9.1,18.9,27.0,36.5,45.9,39.0,57.4,2.5,0,1.303,32.0,180.0,210.0,-0.02,0.299,7.0,0.38,1.92,0.52,-0.007,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus36h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-12T18:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,36.0,1,0,0,0,1,4.1,9.1,15.2,33.0,47.2,63.7,80.2,68.2,100.2,4.1,0,1.239,32.0,180.0,210.0,-0.02,0.345,10.0,0.62,3.6,0.52,-0.01,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus24h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-13T06:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,24.0,1,0,0,1,1,7.4,16.4,27.3,56.7,81.0,109.4,137.7,117.0,172.1,7.4,0,1.154,32.0,180.0,210.0,-0.02,0.391,14.0,1.12,7.2,0.52,-0.015,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus12h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-13T18:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,12.0,1,0,1,1,1,12.3,27.4,45.6,80.4,114.8,155.0,195.2,165.9,244.0,12.3,0,1.077,32.0,180.0,210.0,-0.02,0.437,17.6,1.88,14.4,0.52,-0.03,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-17-Tminus6h,EV-17,TR-DHARMAN-01,Tripura,North Tripura,2023-07-14T00:00:00Z,24.375,92.165,2023-07-14T06:00:00Z,6.0,1,1,1,1,1,16.4,36.5,60.8,94.5,135.0,182.2,229.5,195.1,286.9,16.4,0,1.026,32.0,180.0,210.0,-0.02,0.46,20.0,2.38,20.4,0.52,-0.06,0,0.0,999.0,0.73,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus48h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-26T15:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,48.0,1,0,0,0,1,2.7,5.9,9.8,20.3,29.0,39.2,49.3,41.9,61.6,2.7,0,1.152,36.0,200.0,1350.0,-0.03,0.305,7.35,0.41,2.08,0.52,-0.007,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus36h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-27T03:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,36.0,1,0,0,0,1,4.4,9.8,16.3,35.6,50.8,68.6,86.4,73.4,108.0,4.4,0,1.089,36.0,200.0,1350.0,-0.03,0.352,10.5,0.68,3.9,0.52,-0.01,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus24h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-27T15:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,24.0,1,0,0,1,1,7.9,17.6,29.4,60.9,87.0,117.5,147.9,125.7,184.9,7.9,0,1.004,36.0,200.0,1350.0,-0.03,0.399,14.7,1.22,7.8,0.52,-0.015,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus12h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-28T03:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,12.0,1,0,1,1,1,13.2,29.3,48.9,86.2,123.2,166.3,209.4,178.0,261.8,13.2,0,0.928,36.0,200.0,1350.0,-0.03,0.446,18.48,2.03,15.6,0.52,-0.03,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-13-Tminus6h,EV-13,NL-PHEK-01,Nagaland,Phek,2023-07-28T09:00:00Z,25.68,94.49,2023-07-28T15:00:00Z,6.0,1,1,1,1,1,17.6,39.1,65.2,101.5,145.0,195.8,246.5,209.5,308.1,17.6,0,0.877,36.0,200.0,1350.0,-0.03,0.47,21.0,2.56,22.1,0.52,-0.06,0,0.0,999.0,0.76,GSI NLSM Archive,[HISTORICAL],none_event_antecedent_window,,
EV-07-Tminus48h,EV-07,MZ-LUNGLEI-01,Mizoram,Lunglei,2023-08-20T11:00:00Z,22.887,92.74,2023-08-22T11:00:00Z,48.0,1,0,0,0,1,2.7,6.1,10.1,21.0,30.0,40.5,51.0,43.4,63.8,2.7,0,1.13,36.5,190.0,720.0,-0.03,0.312,7.7,0.43,2.24,0.52,-0.007,0,0.0,999.0,0.78,Mizoram PWD / DDMA,[HISTORICAL],none_event_antecedent_window,,
EV-07-Tminus36h,EV-07,MZ-LUNGLEI-01,Mizoram,Lunglei,2023-08-20T23:00:00Z,22.887,92.74,2023-08-22T11:00:00Z,36.0,1,0,0,0,1,4.5,10.1,16.9,36.8,52.5,70.9,89.2,75.8,111.5,4.5,0,1.063,36.5,190.0,720.0,-0.03,0.36,11.0,0.72,4.2,0.52,-0.01,0,0.0,999.0,0.78,Mizoram PWD / DDMA,[HISTORICAL],none_event_antecedent_window,,
EV-07-Tminus24h,EV-07,MZ-LUNGLEI-01,Mizoram,Lunglei,2023-08-21T11:00:00Z,22.887,92.74,2023-08-22T11:00:00Z,24.0,1,0,0,1,1,8.2,18.2,30.4,63.0,90.0,121.5,153.0,130.0,191.2,8.2,0,0.975,36.5,190.0,720.0,-0.03,0.408,15.4,1.3,8.4,0.52,-0.015,0,0.0,999.0,0.78,Mizoram PWD / DDMA,[HISTORICAL],none_event_antecedent_window,,
EV-07-Tminus12h,EV-07,MZ-LUNGLEI-01,Mizoram,Lunglei,2023-08-21T23:00:00Z,22.887,92.74,2023-08-22T11:00:00Z,12.0,1,0,1,1,1,13.7,30.4,50.6,89.2,127.5,172.1,216.8,184.3,271.0,13.7,0,0.896,36.5,190.0,720.0,-0.03,0.456,19.36,2.17,16.8,0.52,-0.03,0,0.0,999.0,0.78,Mizoram PWD / DDMA,[HISTORICAL],none_event_antecedent_window,,
EV-07-Tminus6h,EV-07,MZ-LUNGLEI-01,Mizoram,Lunglei,2023-08-22T05:00:00Z,22.887,92.74,2023-08-22T11:00:00Z,6.0,1,1,1,1,1,18.2,40.5,67.5,105.0,150.0,202.5,255.0,216.8,318.8,18.2,1,0.843,36.5,190.0,720.0,-0.03,0.48,22.0,2.75,23.8,0.52,-0.06,0,0.0,999.0,0.78,Mizoram PWD / DDMA,[HISTORICAL],none_event_antecedent_window,,
EV-03-Tminus48h,EV-03,SK-SINGTAM-01,Sikkim,Gangtok,2023-10-02T01:30:00Z,27.234,88.498,2023-10-04T01:30:00Z,48.0,1,0,0,0,1,2.6,5.7,9.5,19.6,28.0,37.8,47.6,40.5,59.5,2.6,0,0.976,39.0,180.0,420.0,-0.05,0.377,11.9,0.58,5.2,0.52,-0.007,0,0.0,999.0,0.9,South Lhonak GLOF / GSI Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-03-Tminus36h,EV-03,SK-SINGTAM-01,Sikkim,Gangtok,2023-10-02T13:30:00Z,27.234,88.498,2023-10-04T01:30:00Z,36.0,1,0,0,0,1,4.3,9.5,15.8,34.3,49.0,66.2,83.3,70.8,104.1,4.3,0,0.876,39.0,180.0,420.0,-0.05,0.435,17.0,0.97,9.75,0.52,-0.01,0,0.0,999.0,0.9,South Lhonak GLOF / GSI Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-03-Tminus24h,EV-03,SK-SINGTAM-01,Sikkim,Gangtok,2023-10-03T01:30:00Z,27.234,88.498,2023-10-04T01:30:00Z,24.0,1,0,0,1,1,7.7,17.0,28.4,58.8,84.0,113.4,142.8,121.4,178.5,7.7,0,0.743,39.0,180.0,420.0,-0.05,0.493,23.8,1.75,19.5,0.52,-0.015,0,0.0,999.0,0.9,South Lhonak GLOF / GSI Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-03-Tminus12h,EV-03,SK-SINGTAM-01,Sikkim,Gangtok,2023-10-03T13:30:00Z,27.234,88.498,2023-10-04T01:30:00Z,12.0,1,0,1,1,1,12.7,28.3,47.2,83.3,119.0,160.7,202.3,172.0,252.9,12.7,0,0.623,39.0,180.0,420.0,-0.05,0.551,29.92,2.92,39.0,0.52,-0.03,0,0.0,999.0,0.9,South Lhonak GLOF / GSI Assessment,[HISTORICAL],none_event_antecedent_window,,
EV-03-Tminus6h,EV-03,SK-SINGTAM-01,Sikkim,Gangtok,2023-10-03T19:30:00Z,27.234,88.498,2023-10-04T01:30:00Z,6.0,1,1,1,1,1,17.0,37.8,63.0,98.0,140.0,189.0,238.0,202.3,297.5,17.0,0,0.543,39.0,180.0,420.0,-0.05,0.58,34.0,3.7,55.25,0.52,-0.06,0,0.0,999.0,0.9,South Lhonak GLOF / GSI Assessment,[HISTORICAL],none_event_antecedent_window,,
